Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
Control_siRNA_P4_2_fastq_gz - illumina_universal_adapter	(1, 7.561506100785155e-05)	(2, 0.00022684518302355463)	(3, 0.0006459686640385032)	(4, 0.00146045089260879)	(5, 0.0016764939240597942)	(6, 0.002007039762179831)	(7, 0.0021388260113649436)	(8, 0.0023894359278481088)	(9, 0.0027243026265971657)	(10, 0.003606838410074519)	(12, 0.004289534389459693)	(14, 0.004977631444631142)	(16, 0.005666808714959845)	(18, 0.006512617183090528)	(20, 0.007476169103362008)	(22, 0.008615796094266055)	(24, 0.009982268268193659)	(26, 0.01152697594306834)	(28, 0.013178624918511269)	(30, 0.014875642930558909)	(32, 0.016647195788457143)	(34, 0.01852677016208088)	(36, 0.02030264388060814)	(38, 0.022289159554800125)	(40, 0.024219504040814847)	(42, 0.026184415411861735)	(44, 0.02796893085164703)	(46, 0.02993276200753666)	(48, 0.03196248628801884)	(50, 0.03402245659290418)	(52, 0.03596360323049145)	(54, 0.03812187311468698)	(56, 0.04026393977152369)	(58, 0.04244165352854981)	(60, 0.0446852604101685)	(62, 0.04715787290512524)	(64, 0.04977199358568239)	(66, 0.052534103742783486)	(68, 0.055520898652593624)	(70, 0.05897866737096695)	(72, 0.06293873613746387)	(74, 0.06730712623340318)	(76, 0.07236361338451393)	(78, 0.07805202640261888)	(80, 0.08466618381049137)	(82, 0.09246641746102989)	(84, 0.1015683103760607)	(86, 0.11198806578294265)	(88, 0.1238153415397279)	(90, 0.13724133572925057)	(92, 0.15292389938227896)	(94, 0.17034776986880246)	(96, 0.18990182464543287)	(98, 0.21167140070959334)	(100, 0.23580988861361407)	(102, 0.2627385722688245)	(104, 0.29221872412547134)	(106, 0.32402457921568817)	(108, 0.3588150687854007)	(110, 0.3965923532649233)	(112, 0.436470656225307)	(114, 0.4794286525990247)	(116, 0.5260831452408691)	(118, 0.5755764433159797)	(120, 0.6272928241847211)	(122, 0.682929305859141)	(124, 0.7418766469905476)	(126, 0.8039566120779937)	(128, 0.8709331924732768)	(130, 0.9419778631507824)	(132, 1.017237533371897)	(134, 1.0970751554294584)	(136, 1.1821885483150534)	(138, 1.2707791537918522)
Control_siRNA_P4_2_fastq_gz - polya	(1, 0.0033594691390631186)	(2, 0.011026836325259266)	(3, 0.013759780673114471)	(4, 0.017458437371555665)	(5, 0.02058241960633719)	(6, 0.02304098930424962)	(7, 0.026102319059910353)	(8, 0.035642779328786706)	(9, 0.04839795990565401)	(10, 0.061335696844097405)	(12, 0.07081782549448198)	(14, 0.08670454981223161)	(16, 0.10549705290299721)	(18, 0.11971052394215881)	(20, 0.13600016851356453)	(22, 0.15206728876257575)	(24, 0.16504931452246657)	(26, 0.1783467631082759)	(28, 0.19083405032614398)	(30, 0.202512256391228)	(32, 0.21401546760083673)	(34, 0.22512980135383365)	(36, 0.2355106690150544)	(38, 0.24618427498389128)	(40, 0.2586294338106264)	(42, 0.26931492214619307)	(44, 0.27996908424219935)	(46, 0.2923321467169831)	(48, 0.3022528427212132)	(50, 0.31218326066185864)	(52, 0.3234617871187583)	(54, 0.3370055247604218)	(56, 0.34872909986211054)	(58, 0.35914993548414975)	(60, 0.37045330688966627)	(62, 0.3814304533176918)	(64, 0.3910087211170721)	(66, 0.40156674406408266)	(68, 0.4121690558325407)	(70, 0.4226817097429466)	(72, 0.4327882027542246)	(74, 0.443095615784752)	(76, 0.45444867708750225)	(78, 0.46529187683602824)	(80, 0.4747740054864128)	(82, 0.48561504480462414)	(84, 0.4991717450281747)	(86, 0.5134046599401669)	(88, 0.5244379775563697)	(90, 0.5361658735186874)	(92, 0.5473709453448938)	(94, 0.5598668742840199)	(96, 0.5707046729567595)	(98, 0.5805324704574657)	(100, 0.5914890927975034)	(102, 0.6024305921253396)	(104, 0.612120122085917)	(106, 0.6222525402609691)	(108, 0.632675536313323)	(110, 0.6416629264216847)	(112, 0.6503003268190959)	(114, 0.65920021949972)	(116, 0.6687201556806084)	(118, 0.6792220074394418)	(120, 0.6891578264558735)	(122, 0.6986464363972016)	(124, 0.7092347053686153)	(126, 0.7211105908074771)	(128, 0.73196675313789)	(130, 0.7436384779120305)	(132, 0.7542818378564642)	(134, 0.7648906309158658)	(136, 0.7744505350575728)	(138, 0.7836626099186437)
Control_siRNA_P4_2_fastq_gz - polyg	(1, 0.029928441146907642)	(2, 0.030522559483397903)	(3, 0.030628420568808896)	(4, 0.030749404666421457)	(5, 0.03090711607938069)	(6, 0.031084271365170515)	(7, 0.03128735181473446)	(8, 0.0316178976528545)	(9, 0.032067267158272586)	(10, 0.03253608053652127)	(12, 0.03311507586080996)	(14, 0.033599012251260205)	(16, 0.03411103423579909)	(18, 0.03460145191719287)	(20, 0.035167484659594496)	(22, 0.03570219116243574)	(24, 0.036253100892635795)	(26, 0.036739197713400555)	(28, 0.037366802719765724)	(30, 0.03800737030801796)	(32, 0.038825093182060004)	(34, 0.039601767880126364)	(36, 0.04069710604958296)	(38, 0.04155263645412893)	(40, 0.04226125759728823)	(42, 0.0429439535766734)	(44, 0.043632050631844846)	(46, 0.04442492855727004)	(48, 0.04513138927011482)	(50, 0.045821646755600784)	(52, 0.046648011350900874)	(54, 0.04756079315878137)	(56, 0.048428205930057144)	(58, 0.04925349031019999)	(60, 0.05005825060235498)	(62, 0.05108877586237627)	(64, 0.05218627446214737)	(66, 0.05319843606449533)	(68, 0.054360747573701726)	(70, 0.05586440707260072)	(72, 0.057373467647285986)	(74, 0.05941507429449798)	(76, 0.061961141420148066)	(78, 0.0643235719690648)	(80, 0.06667844101188075)	(82, 0.06940706449910694)	(84, 0.07176841483286642)	(86, 0.07450135918072162)	(88, 0.07731964052599996)	(90, 0.08026430704467716)	(92, 0.08321977571492689)	(94, 0.08597108372045545)	(96, 0.08909074509460795)	(98, 0.09223741184769182)	(100, 0.09561308421411377)	(102, 0.09925664993953495)	(104, 0.10317351009974167)	(106, 0.10716058424516996)	(108, 0.11126324141242452)	(110, 0.11555493623219873)	(112, 0.11986715513996078)	(114, 0.12431980201816598)	(116, 0.12933092013267203)	(118, 0.1343560810442224)	(120, 0.1395648785325061)	(122, 0.1445792372924839)	(124, 0.14967785283472762)	(126, 0.15516318540326862)	(128, 0.16077058228457947)	(130, 0.16681438608942128)	(132, 0.17302454302848042)	(134, 0.17975104281270743)	(136, 0.18672491186794588)	(138, 0.19404012891287686)
Control_siRNA_P5_1_gz - illumina_universal_adapter	(1, 4.664181072748765e-05)	(2, 0.00011327296890961286)	(3, 0.00026208255551635917)	(4, 0.0005574806901237809)	(5, 0.0006463222343666145)	(6, 0.0008129001298219276)	(7, 0.0008662050563676277)	(8, 0.0009639307550347447)	(9, 0.0010905299555807827)	(10, 0.0013937017253094523)	(12, 0.0016768841475834845)	(14, 0.002008929419191075)	(16, 0.002355411441738126)	(18, 0.002787403450618905)	(20, 0.003407073221712669)	(22, 0.0041500106354433654)	(24, 0.005000668421568497)	(26, 0.006005688390815552)	(28, 0.007226149104851479)	(30, 0.008544335517554524)	(32, 0.009938037242863976)	(34, 0.011435017263355721)	(36, 0.013083027909060286)	(38, 0.014599997277006668)	(40, 0.016141398069619832)	(42, 0.017722777557142272)	(44, 0.019450745592665384)	(46, 0.02119315037912796)	(48, 0.02289557647068126)	(50, 0.02473015435929577)	(52, 0.02651031680206155)	(54, 0.02829047924482733)	(56, 0.03017169894416933)	(58, 0.03211177616657221)	(60, 0.03397966963427779)	(62, 0.035947509839256556)	(64, 0.03792978679517478)	(66, 0.03993427413715371)	(68, 0.04213754443437598)	(70, 0.044549592360568914)	(72, 0.047261480498581414)	(74, 0.050420907915717184)	(76, 0.05372581336155059)	(78, 0.057643725462659556)	(80, 0.06213022344692265)	(82, 0.06724971743391595)	(84, 0.07346973605021732)	(86, 0.08038271871161282)	(88, 0.08832626328622517)	(90, 0.09739032183760028)	(92, 0.10824675854407453)	(94, 0.12081339497722336)	(96, 0.13448277707828635)	(98, 0.1495747344065377)	(100, 0.16654791143413106)	(102, 0.186141914016888)	(104, 0.20845668889208174)	(106, 0.23235395377410095)	(108, 0.2588831494043141)	(110, 0.28794877112266015)	(112, 0.3202271251846877)	(114, 0.3555460810984262)	(116, 0.3944275829363023)	(118, 0.43615534574785825)	(120, 0.48056723371485077)	(122, 0.5294123147395606)	(124, 0.5818565888254084)	(126, 0.638059970752031)	(128, 0.6990707907414939)	(130, 0.7648013177688575)	(132, 0.8363565185406416)	(134, 0.9133177272796025)	(136, 0.9967588161517746)	(138, 1.0864676759702792)
Control_siRNA_P5_1_gz - polya	(1, 0.002125533946009794)	(2, 0.00782471900918757)	(3, 0.009797001291378477)	(4, 0.012375627113026722)	(5, 0.014421203669217966)	(6, 0.016169161052195718)	(7, 0.018301358114023725)	(8, 0.025384250228783635)	(9, 0.035356713570041706)	(10, 0.044190894625688475)	(12, 0.05148589592732815)	(14, 0.06414248442402283)	(16, 0.07709780261323404)	(18, 0.087129123477553)	(20, 0.09812437509690669)	(22, 0.1092706573414732)	(24, 0.11856459338857664)	(26, 0.12784520320404363)	(28, 0.13724908066214758)	(30, 0.14631647077143178)	(32, 0.1549896265281384)	(34, 0.16354950931593543)	(36, 0.1708434000982721)	(38, 0.17915896863940128)	(40, 0.18836628418086798)	(42, 0.19650416963351153)	(44, 0.20442661434136622)	(46, 0.2128099245599806)	(48, 0.22056690189168301)	(50, 0.22862927203172018)	(52, 0.23792209755952057)	(54, 0.24898286981775336)	(56, 0.25845448895334244)	(58, 0.2673553011671713)	(60, 0.27711232376364053)	(62, 0.28732688031296033)	(64, 0.2958045846723327)	(66, 0.3048197803743743)	(68, 0.31416368979011433)	(70, 0.32289348203127577)	(72, 0.3314833488402547)	(74, 0.33984222763420235)	(76, 0.3500623367800373)	(78, 0.3602557934625994)	(80, 0.36811938064739325)	(82, 0.37781976675940765)	(84, 0.3897245336879473)	(86, 0.4034660995437076)	(88, 0.41527536181218627)	(90, 0.4262028717540548)	(92, 0.43612203016876716)	(94, 0.44680300482536184)	(96, 0.4559525733630707)	(98, 0.46453799809483753)	(100, 0.47369089819045546)	(102, 0.4829681764480134)	(104, 0.491360370821052)	(106, 0.5000901630622134)	(108, 0.5095862136224694)	(110, 0.5178207142544771)	(112, 0.5257575957132712)	(114, 0.5342464052656739)	(116, 0.5432360590237456)	(118, 0.5527309990646985)	(120, 0.5616773425699517)	(122, 0.5697630336153526)	(124, 0.5790858431643351)	(126, 0.5895569296726559)	(128, 0.5995549349578839)	(130, 0.6103391879096609)	(132, 0.6206881172946479)	(134, 0.6304562450841475)	(136, 0.6390094647561263)	(138, 0.6470929347629211)
Control_siRNA_P5_1_gz - polyg	(1, 0.0)	(2, 0.0)	(3, 8.662050563676277e-05)	(4, 0.000153251663818888)	(5, 0.00019989347454637564)	(6, 0.0002820719029709967)	(7, 0.0004020079876988221)	(8, 0.0005774700375784185)	(9, 0.0008928575196404778)	(10, 0.0012404500614905643)	(12, 0.0016890998599168741)	(14, 0.002148854851373538)	(16, 0.0027141091766185667)	(18, 0.0031438801468932744)	(20, 0.003663603180713851)	(22, 0.004198873484776924)	(24, 0.00462420237783949)	(26, 0.005089509965811331)	(28, 0.005646990655935111)	(30, 0.006210023942574069)	(32, 0.006848572541819436)	(34, 0.0075493102220347864)	(36, 0.008325563214856545)	(38, 0.00902519037576886)	(40, 0.00985696933374239)	(42, 0.010709848158473593)	(44, 0.011563837502507831)	(46, 0.012427821520269387)	(48, 0.01334622098387968)	(50, 0.014229083829792839)	(52, 0.015237435356949)	(54, 0.01635794933371174)	(56, 0.017498452657929115)	(58, 0.018720023891268076)	(60, 0.0199371530473949)	(62, 0.02111208247000637)	(64, 0.022405837458042636)	(66, 0.02369292933026069)	(68, 0.025162146368176548)	(70, 0.0268190411683054)	(72, 0.028437067792828005)	(74, 0.030313845414957866)	(76, 0.032066244875147754)	(78, 0.0337386869455191)	(80, 0.03583645790895301)	(82, 0.03792756575656871)	(84, 0.039819890648941064)	(86, 0.04186768824373838)	(88, 0.04419311566429454)	(90, 0.046629595015154256)	(92, 0.04921377343331768)	(94, 0.05200117688393659)	(96, 0.05525166688392126)	(98, 0.058634308680967154)	(100, 0.06227348043701422)	(102, 0.0658626788244247)	(104, 0.06966842847592708)	(106, 0.07392727000306792)	(108, 0.07848150966481618)	(110, 0.08301353894050373)	(112, 0.08753890510037307)	(114, 0.09237854822300143)	(116, 0.09745806351508543)	(118, 0.10275079851335225)	(120, 0.10857769329637909)	(122, 0.11523636703737948)	(124, 0.12066347487131357)	(126, 0.1262760394288546)	(128, 0.13250272116097417)	(130, 0.13917361061430797)	(132, 0.14626760792209823)	(134, 0.1532483322609789)	(136, 0.160054705069283)	(138, 0.1667911151614958)
Control_siRNA_P5_2_gz - illumina_universal_adapter	(1, 4.886284933355849e-05)	(2, 0.0001154940075156837)	(3, 0.0002598615169102883)	(4, 0.0005641438059419934)	(5, 0.0006507643115787563)	(6, 0.0008262263614583526)	(7, 0.0008795312880040528)	(8, 0.0009750359480650989)	(9, 0.0011038561872172077)	(10, 0.0014148015920671252)	(12, 0.0017035366108563346)	(14, 0.0020433555175851732)	(16, 0.0023976111752534723)	(18, 0.0028540346088010296)	(20, 0.003491472688743361)	(22, 0.004344351513474563)	(24, 0.005370471349479293)	(26, 0.006596484660030396)	(28, 0.008064591178643221)	(30, 0.009630423395923165)	(32, 0.011408364800082872)	(34, 0.013373983966455566)	(36, 0.015378471308434498)	(38, 0.01730078022198881)	(40, 0.019264178349755433)	(42, 0.02128088140406776)	(44, 0.02343084677474433)	(46, 0.025574149029602693)	(48, 0.02772300388097623)	(50, 0.03000956312592616)	(52, 0.03227724354272449)	(54, 0.034491619032977115)	(56, 0.036841477878200066)	(58, 0.039313493846756906)	(60, 0.041606716207525055)	(62, 0.04394769089832372)	(64, 0.04628533403121328)	(66, 0.04861187197107249)	(68, 0.05117606104178127)	(70, 0.05399122747497606)	(72, 0.0570462660776265)	(74, 0.06053995980497593)	(76, 0.06415803169426533)	(78, 0.06842242581792135)	(80, 0.0731743379156099)	(82, 0.07853703562996794)	(84, 0.08504134718784641)	(86, 0.0921897599414854)	(88, 0.1003820608399777)	(90, 0.10973263337153594)	(92, 0.1208744735388903)	(94, 0.13366543487125226)	(96, 0.14758468381549822)	(98, 0.16285987682875044)	(100, 0.18004294200461748)	(102, 0.19992012700964848)	(104, 0.2224503426296311)	(106, 0.24654861150549973)	(108, 0.2732110694520771)	(110, 0.302366643233969)	(112, 0.33464499729599656)	(114, 0.36990953776388635)	(116, 0.40895317542000564)	(118, 0.45087305807098665)	(120, 0.49544597133691926)	(122, 0.5443188153442051)	(124, 0.5968219469531137)	(126, 0.653075302248373)	(128, 0.7141771848206848)	(130, 0.7801686838842616)	(132, 0.8518438207407737)	(134, 0.9290071439928869)	(136, 1.0124560065001804)	(138, 1.102111561392139)
Control_siRNA_P5_2_gz - polya	(1, 0.002598615169102883)	(2, 0.008979659084344407)	(3, 0.011371717663082703)	(4, 0.014103595148549836)	(5, 0.016726641742319498)	(6, 0.01866338740681327)	(7, 0.02116649791585511)	(8, 0.028911259535224127)	(9, 0.039341256829332795)	(10, 0.04904275346065023)	(12, 0.0571750863167786)	(14, 0.07059015949744649)	(16, 0.0842695362722368)	(18, 0.09489054288646755)	(20, 0.10675088904288584)	(22, 0.11895105410603296)	(24, 0.12908454274623116)	(26, 0.13897926973627678)	(28, 0.1492260313453846)	(30, 0.15867766113351905)	(32, 0.1679604919875921)	(34, 0.17698235080545188)	(36, 0.18527348792191434)	(38, 0.19427979946953158)	(40, 0.20377251847187836)	(42, 0.21244456370928194)	(44, 0.2205480230635314)	(46, 0.2293322307505416)	(48, 0.2378510243241263)	(50, 0.24638314412934742)	(52, 0.2561301720520893)	(54, 0.26738528518835325)	(56, 0.2772766806204898)	(58, 0.2867049895032605)	(60, 0.2966841159603368)	(62, 0.30728735426571896)	(64, 0.31590498405727385)	(66, 0.3251844833534378)	(68, 0.33493373231478574)	(70, 0.34420323693722243)	(72, 0.35308517032289966)	(74, 0.3618638254133947)	(76, 0.37251814760671653)	(78, 0.38336125808155436)	(80, 0.3917456788194718)	(82, 0.40141719142960725)	(84, 0.4136850981702396)	(86, 0.4267225947878754)	(88, 0.43835417396786835)	(90, 0.4494549249210104)	(92, 0.45943294085878367)	(94, 0.470384882225319)	(96, 0.4797665492973622)	(98, 0.4884008368784626)	(100, 0.4976137050164445)	(102, 0.5074584586378534)	(104, 0.5163936969500764)	(106, 0.5251723520405714)	(108, 0.5350282108550108)	(110, 0.5433060217398369)	(112, 0.5514039284975711)	(114, 0.5600026794609744)	(116, 0.5690023278927734)	(118, 0.5788015502227579)	(120, 0.5878900401987999)	(122, 0.5963799602705057)	(124, 0.6054095927234866)	(126, 0.6155497444795031)	(128, 0.62501692153788)	(130, 0.6354602450636251)	(132, 0.6457958482169757)	(134, 0.6556250545681424)	(136, 0.6643082049985762)	(138, 0.6720873927163393)
Control_siRNA_P5_2_gz - polyg	(1, 0.023243169012531345)	(2, 0.023751786853321567)	(3, 0.02386505982223118)	(4, 0.024007206293019712)	(5, 0.024084942644232193)	(6, 0.024242636385263222)	(7, 0.02439366701047604)	(8, 0.02468018099065918)	(9, 0.025022220935994086)	(10, 0.02541645528857166)	(12, 0.025967272862877228)	(14, 0.026371501889182122)	(16, 0.026916766866972516)	(18, 0.027268801486034742)	(20, 0.02776853517240068)	(22, 0.028172764198705576)	(24, 0.028564777512677077)	(26, 0.028945685633618226)	(28, 0.029430982569044705)	(30, 0.029857421981410306)	(32, 0.030258319449806094)	(34, 0.03065255380238367)	(36, 0.03113674021850711)	(38, 0.03158761105553949)	(40, 0.032074018510269)	(42, 0.03252155778939228)	(44, 0.03303128614948554)	(46, 0.03354767762539701)	(48, 0.03402520092570224)	(50, 0.034564913306977446)	(52, 0.03510129413034356)	(54, 0.03573762169098285)	(56, 0.036373949251622156)	(58, 0.0370213820052918)	(60, 0.037679919951991804)	(62, 0.03839731542175269)	(64, 0.03911360037221054)	(66, 0.039844322073607844)	(68, 0.04068720622461172)	(70, 0.041414596368099924)	(72, 0.042195291438133824)	(74, 0.043289152951623715)	(76, 0.04445519821981091)	(78, 0.04561791193008899)	(80, 0.046859472510882585)	(82, 0.048158780095434034)	(84, 0.049534713511894916)	(86, 0.0509417414688408)	(88, 0.052400963833029335)	(90, 0.05410561096318871)	(92, 0.05598572014322767)	(94, 0.05807238591363123)	(96, 0.0604544498186422)	(98, 0.06323741119204897)	(100, 0.06606368281827411)	(102, 0.06929640450941021)	(104, 0.07277788252442627)	(106, 0.07655697971265579)	(108, 0.08055262816497724)	(110, 0.08462490244920812)	(112, 0.08909141108601659)	(114, 0.09370117671291661)	(116, 0.09865964540096976)	(118, 0.103714729268387)	(120, 0.10890973856798669)	(122, 0.11445456144804254)	(124, 0.11992386901549199)	(126, 0.1256863536789428)	(128, 0.1317286892067585)	(130, 0.13802533365496933)	(132, 0.1444674561318778)	(134, 0.1509362310720591)	(136, 0.1579802550112128)	(138, 0.1651220046490336)
KRAS_siRNA_M1_1 - illumina_universal_adapter	(1, 4.636511005156286e-05)	(2, 9.273022010312572e-05)	(3, 0.00032897149512775553)	(4, 0.0007109316874572972)	(5, 0.0008102854947106461)	(6, 0.0009736673110828201)	(7, 0.0010421110449684605)	(8, 0.001143672714605217)	(9, 0.001271728732842867)	(10, 0.0016018041591623264)	(12, 0.001973828970766533)	(14, 0.0023591009566711865)	(16, 0.002794049846202514)	(18, 0.0033912766209143116)	(20, 0.004158508799148508)	(22, 0.005188476601008225)	(24, 0.006538584448462067)	(26, 0.00815915543788336)	(28, 0.00991330210150082)	(30, 0.011937911907085732)	(32, 0.014027653652981174)	(34, 0.016216749206129963)	(36, 0.0184477941445635)	(38, 0.020707541293981335)	(40, 0.023104175911170456)	(42, 0.025637697996130852)	(44, 0.028057515168345752)	(46, 0.030498307033203026)	(48, 0.033053907741997506)	(50, 0.035650353904885024)	(52, 0.0381485501917109)	(54, 0.040675448689521075)	(56, 0.043231049398315555)	(58, 0.0458065208685607)	(60, 0.048450436072691484)	(62, 0.051128573143765094)	(64, 0.05393807802665146)	(66, 0.05685907995989992)	(68, 0.059856253145375946)	(70, 0.06319674893147188)	(72, 0.06704505306575159)	(74, 0.07128414884189449)	(76, 0.07590410087917521)	(78, 0.08093029959500297)	(80, 0.0865459975672006)	(82, 0.09358135105192941)	(84, 0.10174161042100446)	(86, 0.11085235454613657)	(88, 0.12064753601012508)	(90, 0.13248167838519065)	(92, 0.14652699493723909)	(94, 0.16271062620761795)	(96, 0.1805214520545683)	(98, 0.20013830933114618)	(100, 0.2216064592162115)	(102, 0.2463179589425028)	(104, 0.27359609868950563)	(106, 0.3036727040074778)	(108, 0.3355553407550774)	(110, 0.37071223741727083)	(112, 0.4090252733565456)	(114, 0.4514416215353837)	(116, 0.4978464731098479)	(118, 0.5476922782088531)	(120, 0.6002692090761337)	(122, 0.6571812777332353)	(124, 0.7192575365051279)	(126, 0.7875202256753289)	(128, 0.8596003089064418)	(130, 0.936373203633488)	(132, 1.0192585653689985)	(134, 1.1086725761722458)	(136, 1.2063395765646712)	(138, 1.3100594316812089)
